CodigoEscola,NomeEscola,Diretoria,Distrito,Nível Socioeconômico (INSE),Indicador de Complexidade de Gestão (ICG),Faixa,IDEP2018,IDEP2019,IDEP2019META,IDEP2020META,IDEP2021META,IDEP2022META,IDEP2023META,Latitude,Longitude
94218,EMEF ANDRE RODRIGUES ALCKMIN PROF,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,2.0,2.0,4.6,4.3,4.8,5.1,5.3,5.6,5.8,-23.4703331,-46.6899783
94269,EMEF CASTRO ALVES,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,2.0,2.0,4.0,4.4,4.3,4.6,4.8,5.1,5.3,-23.4703331,-46.6899783
94293,EMEF OSVALDO QUIRINO SIMOES,FREGUESIA/BRASILANDIA,CACHOEIRINHA,3.0,2.0,2.0,4.4,4.5,4.6,4.9,5.1,5.4,5.6,-23.4644478,-46.6553487
94340,EMEF AROLDO DE AZEVEDO PROF,FREGUESIA/BRASILANDIA,LIMAO,3.0,2.0,2.0,3.8,3.8,4.0,4.3,4.5,4.8,5.1,-23.507445,-46.6717412
94382,EMEF CECILIA MORAES DE VASCONCELOS PROFA,FREGUESIA/BRASILANDIA,BRASILANDIA,3.0,2.0,2.0,4.5,4.4,4.8,5.0,5.2,5.5,5.7,-23.4703331,-46.6899783
94447,EMEF RENATO ANTONIO CHECCHIA PROF,PIRITUBA,PIRITUBA,3.0,2.0,2.0,4.0,4.0,4.2,4.5,4.8,5.2,5.5,-23.4791158,-46.7418047
94463,EMEF LEONEL FRANCA PADRE,PIRITUBA,JARAGUA,3.0,2.0,2.0,4.0,4.3,4.3,4.6,4.8,5.1,5.4,-23.4574972,-46.743813
94498,EMEF CANDIDO PORTINARI,PIRITUBA,PERUS,3.0,2.0,2.0,5.1,4.7,5.3,5.5,5.7,6.0,6.2,-23.4070915,-46.7584771
94625,EMEF DUQUE DE CAXIAS,IPIRANGA,SE,3.0,2.0,2.0,4.1,3.9,4.3,4.6,4.9,5.1,5.4,-23.5528487,-46.630715
94633,EMEF CELSO LEITE RIBEIRO FO,IPIRANGA,BELA VISTA,3.0,2.0,2.0,5.3,5.2,5.5,5.7,5.9,6.1,6.4,-23.5554048,-46.6456426
94731,EMEF ESMERALDA SALLES PEREIRA RAMOS PROFA,JACANA/TREMEMBE,TREMEMBE,3.0,2.0,2.0,5.0,4.4,5.2,5.4,5.6,5.9,6.1,-23.4598631,-46.6254738
94811,EMEF ROMAO GOMES CORONEL,JACANA/TREMEMBE,VILA MARIA,3.0,2.0,2.0,4.2,4.3,4.4,4.7,4.9,5.2,5.4,-23.5175587,-46.5890875
94854,EMEF ENEAS CARVALHO AGUIAR,JACANA/TREMEMBE,VILA MEDEIROS,3.0,2.0,2.0,4.4,4.5,4.6,4.9,5.2,5.4,5.7,-23.4892554,-46.5845224
94978,EMEF EURICO GASPAR DUTRA MAL,IPIRANGA,CURSINO,3.0,2.0,2.0,4.3,5.0,4.6,4.8,5.1,5.4,5.7,-23.6029915,-46.6255389
94994,EMEF OLAVO FONTOURA,IPIRANGA,SACOMA,3.0,2.0,2.0,5.2,4.3,5.4,5.7,5.9,6.1,6.3,-23.6149954,-46.5969541
95044,EMEF CAMPOS SALLES PRES,IPIRANGA,SACOMA,3.0,2.0,2.0,4.7,4.3,4.9,5.1,5.4,5.6,5.8,-23.6149954,-46.5969541
95061,EMEF FRANCISCO MEIRELLES DESEMBARGADOR,IPIRANGA,IPIRANGA,3.0,2.0,2.0,5.5,4.9,5.7,5.9,6.1,6.3,6.5,-23.5880611,-46.6040369
95141,EMEF VICENTINA RIBEIRO DA LUZ,ITAQUERA,ARICANDUVA,3.0,2.0,2.0,4.9,4.3,5.1,5.4,5.6,5.9,6.1,-23.5795193,-46.5110261
95249,EMEF HABIB CARLOS KYRILLOS DR,SANTO AMARO,CIDADE ADEMAR,3.0,2.0,2.0,4.9,5.0,5.1,5.4,5.6,5.9,6.1,-23.6708586,-46.6566541
95257,EMEF ANTONIO DE SAMPAIO DORIA PROF,SANTO AMARO,CIDADE ADEMAR,3.0,2.0,2.0,4.2,4.1,4.4,4.7,5.0,5.2,5.5,-23.6708586,-46.6566541
95494,EMEF ARMANDO DE SALLES OLIVEIRA,SAO MATEUS,SAPOPEMBA,3.0,2.0,2.0,4.6,4.3,4.9,5.1,5.3,5.5,5.8,-23.5748884,-46.5240488
95575,EMEF CIDADE DE OSAKA,SAO MATEUS,SAO RAFAEL,3.0,2.0,2.0,4.7,5.5,4.9,5.2,5.5,5.7,6.0,-23.6292891,-46.4596566
95605,EMEF VILANOVA ARTIGAS ARQUITETO,SAO MATEUS,SAPOPEMBA,3.0,2.0,2.0,4.7,4.5,4.9,5.2,5.4,5.6,5.9,-23.5748884,-46.5240488
19208,EMEF LUIZ ROBERTO MEGA PROF,GUAIANASES,CIDADE TIRADENTES,4.0,1.0,3.0,4.1,4.4,4.3,4.5,4.8,5.0,5.3,-23.6036926,-46.4001216
19269,CEU EMEF PARQUE SAO CARLOS,SAO MIGUEL,VILA JACUI,4.0,1.0,3.0,4.1,4.4,4.3,4.6,4.8,5.0,5.3,-23.5008776,-46.4545037
12157,EMEF ELIAS SHAMMASS,GUAIANASES,CIDADE TIRADENTES,4.0,1.0,3.0,4.1,4.3,4.4,4.6,4.8,5.1,5.3,-23.6036926,-46.4001216
19607,EMEF ANTONIO RODRIGUES DE CAMPOS PROF,PIRITUBA,JARAGUA,4.0,1.0,3.0,4.2,4.3,4.4,4.7,4.9,5.1,5.4,-23.4574972,-46.743813
19262,CEU EMEF BUTANTA,BUTANTA,RIO PEQUENO,4.0,1.0,3.0,4.2,4.2,4.4,4.7,4.9,5.1,5.4,-23.5644876,-46.7539347
19496,EMEF PLINIO MARCOS,CAPELA DO SOCORRO,PARELHEIROS,4.0,1.0,3.0,4.2,3.5,4.5,4.7,4.9,5.2,5.4,-23.8029124,-46.7344591
19443,EMEF CONJUNTO HABITACIONAL BARRO BRANCO II C,GUAIANASES,CIDADE TIRADENTES,4.0,1.0,3.0,4.3,4.7,4.5,4.7,5.0,5.2,5.4,-23.6036926,-46.4001216
97055,EMEF JUSCELINO KUBITSCHEK DE OLIVEIRA PRES,GUAIANASES,GUAIANASES,4.0,1.0,3.0,4.3,4.3,4.5,4.7,5.0,5.2,5.5,-23.5766073,-46.409769
10405,EMEF NILDO DO AMARAL JUNIOR PADRE,SAO MIGUEL,ITAIM PAULISTA,4.0,1.0,3.0,4.3,3.9,4.5,4.7,5.0,5.2,5.5,-23.4691053,-46.4036655
19503,EMEF JARDIM BARTIRA,SAO MIGUEL,VILA CURUCA,4.0,1.0,3.0,4.3,4.4,4.5,4.8,5.0,5.2,5.5,-23.5097018,-46.4167385
19341,EMEF JARDIM GUARANI,FREGUESIA/BRASILANDIA,BRASILANDIA,4.0,1.0,3.0,4.3,4.3,4.5,4.8,5.0,5.2,5.5,-23.4703331,-46.6899783
19420,EMEF MARIA LUCIA DOS SANTOS PROFA,SANTO AMARO,CIDADE ADEMAR,4.0,1.0,3.0,4.3,3.9,4.6,4.8,5.0,5.3,5.5,-23.6708586,-46.6566541
19405,EMEF GILBERTO DUPAS PROFESSOR,FREGUESIA/BRASILANDIA,CACHOEIRINHA,4.0,1.0,3.0,4.4,4.1,4.6,4.8,5.1,5.3,5.5,-23.4644478,-46.6553487
93556,EMEF FELICIO PAGLIUSO PROF,SAO MATEUS,IGUATEMI,4.0,1.0,3.0,4.4,4.0,4.6,4.9,5.1,5.3,5.6,-23.6181007,-46.4171299
14249,EMEF ERNESTO DE MORAES LEME PROF,PIRITUBA,JARAGUA,4.0,1.0,3.0,4.4,4.2,4.6,4.9,5.1,5.3,5.6,-23.4574972,-46.743813
93718,EMEF ANTONIO DUARTE ALMEIDA PROF,ITAQUERA,ITAQUERA,4.0,1.0,3.0,4.4,4.5,4.7,4.9,5.1,5.4,5.6,-23.5349948,-46.454023
19492,EMEF EMEF PERATUBA II,CAMPO LIMPO,JARDIM ANGELA,4.0,1.0,3.0,4.5,4.6,4.7,4.9,5.1,5.4,5.6,-23.7027975,-46.7691878
19372,EMEF CHACARA SONHO AZUL,CAMPO LIMPO,JARDIM ANGELA,4.0,1.0,3.0,4.5,4.3,4.7,4.9,5.1,5.4,5.6,-23.7027975,-46.7691878
19487,EMEF CHACARA TURISTICA,PIRITUBA,JARAGUA,4.0,1.0,3.0,4.5,4.8,4.7,4.9,5.1,5.4,5.6,-23.4574972,-46.743813
93602,EMEF RODRIGO MELLO F ANDRADE,SAO MATEUS,SAO MATEUS,4.0,1.0,3.0,4.5,4.5,4.7,4.9,5.1,5.4,5.6,-23.6018021,-46.4708268
93734,EMEF ANTONIO CARLOS DE ANDRADA E SILVA,SAO MIGUEL,VILA JACUI,4.0,1.0,3.0,4.5,5.1,4.7,4.9,5.1,5.4,5.6,-23.5008776,-46.4545037
10171,EMEF ALDO RIBEIRO LUZ PROF,PIRITUBA,JARAGUA,4.0,1.0,3.0,4.5,4.2,4.7,5.0,5.2,5.4,5.6,-23.4574972,-46.743813
95532,EMEF RODRIGUES DE CARVALHO,SAO MATEUS,SAPOPEMBA,4.0,1.0,3.0,4.5,4.2,4.7,5.0,5.2,5.4,5.7,-23.5748884,-46.5240488
19219,EMEF ENZO ANTONIO SILVESTRIN PROF,PIRITUBA,JARAGUA,4.0,1.0,3.0,4.5,3.8,4.8,5.0,5.2,5.4,5.7,-23.4574972,-46.743813
19454,EMEF VILA PRUDENTE III,SAO MATEUS,SAPOPEMBA,4.0,1.0,3.0,4.5,4.6,4.8,5.0,5.2,5.4,5.7,-23.5748884,-46.5240488
13510,EMEF OLINDA MENEZES VIDAL PROFA,GUAIANASES,CIDADE TIRADENTES,4.0,1.0,3.0,4.6,5.3,4.8,5.0,5.2,5.5,5.7,-23.6036926,-46.4001216
19394,EMEF MORRO GRANDE,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4.0,1.0,3.0,4.6,4.3,4.8,5.0,5.2,5.5,5.7,-23.5014967,-46.6977016
93491,EMEF ARTUR NEIVA,ITAQUERA,JOSE BONIFACIO,4.0,1.0,3.0,4.6,4.2,4.8,5.0,5.2,5.5,5.7,-21.0531219,-49.6795917
94242,EMEF ANTONIO PRUDENTE PROF,FREGUESIA/BRASILANDIA,BRASILANDIA,4.0,1.0,3.0,4.6,4.8,4.8,5.0,5.2,5.5,5.7,-23.4703331,-46.6899783
99325,EMEF BENEDITO MONTENEGRO PROF,SAO MATEUS,IGUATEMI,4.0,1.0,3.0,4.6,4.3,4.8,5.0,5.2,5.5,5.7,-23.6181007,-46.4171299
19457,EMEF MARIA APARECIDA MAGNANELLI FERNANDES PROFA,GUAIANASES,CIDADE TIRADENTES,4.0,1.0,3.0,4.6,4.6,4.8,5.0,5.2,5.5,5.7,-23.6036926,-46.4001216
94366,EMEF GARCIA D'AVILA COMANDANTE,FREGUESIA/BRASILANDIA,CASA VERDE,4.0,1.0,3.0,4.6,4.5,4.8,5.0,5.3,5.5,5.7,-23.5109881,-46.6574419
92754,EMEF ALCIDES GONCALVES ETCHEGOYEN GAL,BUTANTA,RAPOSO TAVARES,4.0,1.0,3.0,4.6,4.5,4.8,5.0,5.3,5.5,5.7,-23.5921729,-46.7665401
19369,CEU EMEF LAJEADO,GUAIANASES,LAJEADO,4.0,1.0,3.0,4.6,5.0,4.8,5.0,5.3,5.5,5.7,-23.5261382,-46.430396
94188,EMEF JOANINHA GRASSI FAGUNDES PROFA,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4.0,1.0,3.0,4.6,4.7,4.8,5.0,5.3,5.5,5.7,-23.5014967,-46.6977016
19228,EMEF JOSE PEGORARO PADRE,CAPELA DO SOCORRO,GRAJAU,4.0,1.0,3.0,4.6,4.3,4.8,5.0,5.3,5.5,5.7,-23.7721939,-46.6682948
15431,EMEF ERNANI SILVA BRUNO,PIRITUBA,JARAGUA,4.0,1.0,3.0,4.6,4.1,4.8,5.1,5.3,5.5,5.7,-23.4574972,-46.743813
93513,EMEF JOAO DE LIMA PAIVA PROF,GUAIANASES,LAJEADO,4.0,1.0,3.0,4.6,4.3,4.8,5.1,5.3,5.5,5.7,-23.5261382,-46.430396
95010,EMEF CASSIANO RICARDO,IPIRANGA,SACOMA,4.0,1.0,3.0,4.6,5.0,4.8,5.1,5.3,5.5,5.8,-23.6149954,-46.5969541
93530,EMEF JOANA ANGELICA JESUS MADRE,GUAIANASES,GUAIANASES,4.0,1.0,3.0,4.6,4.5,4.9,5.1,5.3,5.5,5.8,-23.5766073,-46.409769
19336,CEU EMEF VILA RUBI,CAPELA DO SOCORRO,CIDADE DUTRA,4.0,1.0,3.0,4.7,5.0,4.9,5.1,5.3,5.5,5.8,-23.7116038,-46.7039001
19335,CEU EMEF FEITICO DA VILA,CAMPO LIMPO,CAPAO REDONDO,4.0,1.0,3.0,4.7,4.5,4.9,5.1,5.3,5.6,5.8,-23.6684611,-46.7689719
19367,CEU EMEF TRES PONTES,SAO MIGUEL,JARDIM HELENA,4.0,1.0,3.0,4.7,4.7,4.9,5.1,5.3,5.6,5.8,-23.4794677,-46.4212929
18511,EMEF CARLOS CORREA MASCARO PROF,SAO MATEUS,IGUATEMI,4.0,1.0,3.0,4.7,5.0,4.9,5.1,5.3,5.6,5.8,-23.6181007,-46.4171299
19337,CEU EMEF JACANA,JACANA/TREMEMBE,TREMEMBE,4.0,1.0,3.0,4.7,4.6,4.9,5.1,5.4,5.6,5.8,-23.4598631,-46.6254738
93661,EMEF OCTAVIO MANGABEIRA,PENHA,ERMELINO MATARAZZO,4.0,1.0,3.0,4.7,4.6,4.9,5.1,5.4,5.6,5.8,-23.4697051,-46.472079
19373,CEU EMEF CAMINHO DO MAR,SANTO AMARO,JABAQUARA,4.0,1.0,3.0,4.7,3.8,4.9,5.1,5.4,5.6,5.8,-23.6396479,-46.6505173
93262,EMEF ISABEL VIEIRA FERREIRA PROFA,SANTO AMARO,PEDREIRA,4.0,1.0,3.0,4.7,4.3,4.9,5.1,5.4,5.6,5.8,-22.7411989,-46.8959302
93793,EMEF JOSE DE ANCHIETA PADRE,SAO MIGUEL,SAO MIGUEL,4.0,1.0,3.0,4.7,4.5,4.9,5.1,5.4,5.6,5.8,-23.4929958,-46.437535
95567,EMEF ALCEU AMOROSO LIMA,SAO MATEUS,SAO RAFAEL,4.0,1.0,3.0,4.7,4.4,4.9,5.1,5.4,5.6,5.8,-23.6292891,-46.4596566
19241,EMEF HELIO TAVARES DR,SAO MIGUEL,ITAIM PAULISTA,4.0,1.0,3.0,4.7,4.7,4.9,5.2,5.4,5.6,5.8,-23.4691053,-46.4036655
93432,EMEF CORREIA DE MELLO BRIGADEIRO,ITAQUERA,CIDADE LIDER,4.0,1.0,3.0,4.7,4.1,4.9,5.2,5.4,5.6,5.8,-23.5578353,-46.476182
93726,EMEF PEDRO TEIXEIRA,SAO MIGUEL,VILA JACUI,4.0,1.0,3.0,4.7,5.3,4.9,5.2,5.4,5.6,5.8,-23.5008776,-46.4545037
99651,EMEF JOSE HONORIO RODRIGUES,SAO MIGUEL,VILA CURUCA,4.0,1.0,3.0,4.7,5.8,4.9,5.2,5.4,5.6,5.8,-23.5097018,-46.4167385
92738,EMEF TARSILA DO AMARAL,BUTANTA,VILA SONIA,4.0,1.0,3.0,4.7,4.2,4.9,5.2,5.4,5.6,5.8,-23.5950563,-46.7321349
94676,EMEF ADOLPHO OTTO DE LAET PROF,JACANA/TREMEMBE,SANTANA,4.0,1.0,3.0,4.7,4.8,5.0,5.2,5.4,5.6,5.8,-23.4989957,-46.6255918
19395,EMEF CONJUNTO HABITACIONAL VILA NOVA CACHOEIRINHA,FREGUESIA/BRASILANDIA,CACHOEIRINHA,4.0,1.0,3.0,4.8,5.1,5.0,5.2,5.4,5.6,5.9,-23.4644478,-46.6553487
94757,EMEF MARECHAL RONDON,JACANA/TREMEMBE,TREMEMBE,4.0,1.0,3.0,4.8,5.6,5.0,5.2,5.4,5.6,5.9,-23.4598631,-46.6254738
94285,EMEF RAUL DE LEONI,JACANA/TREMEMBE,MANDAQUI,4.0,1.0,3.0,4.8,5.1,5.0,5.2,5.4,5.6,5.9,-23.4820871,-46.6258906
94226,EMEF RAUL FERNANDES EMBAIXADOR,FREGUESIA/BRASILANDIA,BRASILANDIA,4.0,1.0,3.0,4.8,4.7,5.0,5.2,5.4,5.6,5.9,-23.4703331,-46.6899783
19225,EMEF WANDA OVIDIO GONCALVES PROFA,SAO MIGUEL,ITAIM PAULISTA,4.0,1.0,3.0,4.8,4.6,5.0,5.2,5.4,5.7,5.9,-23.4691053,-46.4036655
19413,EMEF ELIANE BENUTE LESSA AYRES GONCALVES. PROFESSORA- NANY BENUTE,PIRITUBA,JARAGUA,4.0,1.0,3.0,4.8,5.3,5.0,5.2,5.4,5.7,5.9,-23.4574972,-46.743813
19423,EMEF M' BOI MIRIM II,CAMPO LIMPO,JARDIM SAO LUIS,4.0,1.0,3.0,4.8,4.8,5.0,5.2,5.4,5.7,5.9,-23.6513756,-46.7330562
99589,EMEF PEDRO NAVA,BUTANTA,RIO PEQUENO,4.0,1.0,3.0,4.8,4.2,5.0,5.2,5.4,5.7,5.9,-23.5644876,-46.7539347
94919,EMEF LOURENCO FILHO,JACANA/TREMEMBE,JACANA,4.0,1.0,3.0,4.8,4.7,5.0,5.2,5.4,5.7,5.9,-23.4671208,-46.5714143
19410,EMEF MURURES,SAO MIGUEL,JARDIM HELENA,4.0,1.0,3.0,4.8,4.6,5.0,5.2,5.4,5.7,5.9,-23.4794677,-46.4212929
92967,EMEF LEVY DE AZEVEDO SODRE PROF,CAMPO LIMPO,CAMPO LIMPO,4.0,1.0,3.0,4.8,4.0,5.0,5.2,5.4,5.7,5.9,-23.6347959,-46.7549902
92703,EMEF THEODOMIRO DIAS DESEMBARGADOR,BUTANTA,VILA SONIA,4.0,1.0,3.0,4.8,4.6,5.0,5.2,5.5,5.7,5.9,-23.5950563,-46.7321349
10103,EMEF FRANCISCO ALVES MENDES FO CHICO MENDES,ITAQUERA,CIDADE LIDER,4.0,1.0,3.0,4.8,4.5,5.0,5.2,5.5,5.7,5.9,-23.5578353,-46.476182
17523,EMEF CLOTILDE ROSA HENRIQUES ELIAS PROFA,ITAQUERA,JOSE BONIFACIO,4.0,1.0,3.0,4.8,5.0,5.0,5.3,5.5,5.7,5.9,-21.0531219,-49.6795917
93998,EMEF ABRAO DE MORAES,PENHA,ARTUR ALVIM,4.0,1.0,3.0,4.8,5.8,5.0,5.3,5.5,5.7,5.9,-23.5459648,-46.4689542
19455,EMEF JARDIM AUREA,GUAIANASES,CIDADE TIRADENTES,4.0,1.0,3.0,4.8,4.7,5.0,5.3,5.5,5.7,5.9,-23.6036926,-46.4001216
93564,EMEF JOAQUIM OSORIO DUQUE ESTRADA,SAO MATEUS,IGUATEMI,4.0,1.0,3.0,4.8,5.6,5.1,5.3,5.5,5.7,5.9,-23.6181007,-46.4171299
19272,CEU EMEF PERUS,PIRITUBA,PERUS,4.0,1.0,3.0,4.8,4.6,5.1,5.3,5.5,5.7,5.9,-23.4070915,-46.7584771
19415,EMEF ALICE MEIRELLES REIS PROOFESSORA,PIRITUBA,JARAGUA,4.0,1.0,3.0,4.8,4.5,5.1,5.3,5.5,5.7,5.9,-23.4574972,-46.743813
94871,EMEF JULIO MARCONDES SALGADO GENERAL,JACANA/TREMEMBE,JACANA,4.0,1.0,3.0,4.8,4.2,5.1,5.3,5.5,5.7,5.9,-23.4671208,-46.5714143
94064,EMEF 8 DE MAIO,ITAQUERA,ITAQUERA,4.0,1.0,3.0,4.9,4.6,5.1,5.3,5.5,5.7,5.9,-23.5349948,-46.454023
93858,EMEF MARIA IMILDA DO SANTISSIMO SACRAMENTO MADRE,SAO MIGUEL,VILA CURUCA,4.0,1.0,3.0,4.9,4.7,5.1,5.3,5.5,5.7,5.9,-23.5097018,-46.4167385
19505,EMEF CRIUVA,SAO MIGUEL,SAO MIGUEL,4.0,1.0,3.0,4.9,5.1,5.1,5.3,5.5,5.7,5.9,-23.4929958,-46.437535
94692,EMEF MARCILIO DIAS,FREGUESIA/BRASILANDIA,CACHOEIRINHA,4.0,1.0,3.0,4.9,4.3,5.1,5.3,5.5,5.7,6.0,-23.4644478,-46.6553487
94161,EMEF NILO PECANHA PRESIDENTE,FREGUESIA/BRASILANDIA,FREGUESIA DO O,4.0,1.0,3.0,4.9,5.1,5.1,5.3,5.5,5.7,6.0,-23.5014967,-46.6977016
95192,EMEF GUIMARAES ROSA,ITAQUERA,CARRAO,4.0,1.0,3.0,4.9,3.6,5.1,5.3,5.5,5.7,6.0,-23.5506296,-46.5382913
19143,EMEF JOSE QUERINO RIBEIRO,ITAQUERA,CIDADE LIDER,4.0,1.0,3.0,4.9,4.2,5.1,5.3,5.5,5.7,6.0,-23.5578353,-46.476182
9148,EMEF ALEXANDRE VANNUCHI LEME,GUAIANASES,CIDADE TIRADENTES,4.0,1.0,3.0,4.9,4.7,5.1,5.3,5.5,5.7,6.0,-23.6036926,-46.4001216
19431,EMEF PARQUE REGINA,CAMPO LIMPO,CAMPO LIMPO,4.0,1.0,3.0,4.9,4.4,5.1,5.3,5.5,5.8,6.0,-23.6347959,-46.7549902
108,EMEF JOSE ERMIRIO DE MORAIS SENADOR,SAO MIGUEL,JARDIM HELENA,4.0,1.0,3.0,4.9,4.6,5.1,5.3,5.5,5.8,6.0,-23.4794677,-46.4212929
15130,EMEF JULIO CESAR DE MELO E SOUSA MALBA TAHAN,ITAQUERA,ITAQUERA,4.0,1.0,3.0,4.9,4.7,5.1,5.3,5.5,5.8,6.0,-23.5349948,-46.454023
14699,EMEF ANTONIO D'AVILA PROF,GUAIANASES,CIDADE TIRADENTES,4.0,1.0,3.0,4.9,4.8,5.1,5.3,5.5,5.8,6.0,-23.6036926,-46.4001216
93807,EMEF JOAO AUGUSTO BREVES DR,SAO MIGUEL,SAO MIGUEL,4.0,1.0,3.0,4.9,5.0,5.1,5.3,5.5,5.8,6.0,-23.4929958,-46.437535
94951,EMEF SHIRLEY GUIO PROFA,JACANA/TREMEMBE,VILA MEDEIROS,4.0,1.0,3.0,4.9,4.8,5.1,5.3,5.6,5.8,6.0,-23.4892554,-46.5845224
12939,EMEF JOSE OLYMPIO PEREIRA FILHO,CAMPO LIMPO,CAPAO REDONDO,4.0,1.0,3.0,4.9,4.3,5.1,5.4,5.6,5.8,6.0,-23.6684611,-46.7689719
19400,EMEF DAMA ENTRE RIOS VERDES,SAO MIGUEL,VILA CURUCA,4.0,1.0,3.0,4.9,4.5,5.1,5.4,5.6,5.8,6.0,-23.5097018,-46.4167385
94838,EMEF DOM PEDRO I,JACANA/TREMEMBE,VILA MARIA,4.0,1.0,3.0,5.0,4.7,5.2,5.4,5.6,5.8,6.0,-23.5175587,-46.5890875
95168,EMEF ACHILLES DE OLIVEIRA RIBEIRO DESEMBARGADOR,SAO MATEUS,SAO MATEUS,4.0,1.0,3.0,5.0,4.5,5.2,5.4,5.6,5.8,6.0,-23.6018021,-46.4708268
94412,EMEF GABRIEL PRESTES PROF,PIRITUBA,PIRITUBA,4.0,1.0,3.0,5.0,4.3,5.2,5.4,5.6,5.8,6.0,-23.4791158,-46.7418047
19260,CEU EMEF ALVARENGA,SANTO AMARO,PEDREIRA,4.0,1.0,3.0,5.0,3.5,5.2,5.4,5.6,5.8,6.0,-22.7411989,-46.8959302
19506,EMEF MILTON PEREIRA COSTA,SAO MIGUEL,VILA JACUI,4.0,1.0,3.0,5.0,4.7,5.2,5.4,5.6,5.8,6.0,-23.5008776,-46.4545037
485,EMEF ASSAD ABDALA,PENHA,VILA MATILDE,4.0,1.0,3.0,5.0,5.5,5.2,5.4,5.6,5.8,6.0,-23.5377214,-46.5256464
95516,EMEF HERALDO BARBUY,SAO MATEUS,SAPOPEMBA,4.0,1.0,3.0,5.0,4.8,5.2,5.4,5.6,5.8,6.0,-23.5748884,-46.5240488
